;ano;turno;tipo_eleicao;sigla_uf;id_municipio;id_municipio_tse;cargo;sigla_partido;numero_candidato;sequencial_candidato;id_candidato_bd;resultado;votos;total_votos;%votos;dif_votos;Aderencia;Governismo;RDD
0;2020;1;eleicao ordinaria;SP;3522505;65510;prefeito;PODE;19;250000635262;1704804;eleito;105494;106580;0.98981;0.9796199999999999;77;1;1
1;2020;1;eleicao ordinaria;SP;3522505;65510;prefeito;PDT;12;250000650083;1483673;nao eleito;1086;106580;0.01019;0.9796199999999999;48;0;1
4;2020;1;eleicao ordinaria;SP;3520608;65137;prefeito;PODE;19;250000924671;10467;eleito;1883;3139;0.59987;0.28193;77;1;1
5;2020;1;eleicao ordinaria;SP;3520608;65137;prefeito;PSDB;45;250001017867;1126574;nao eleito;998;3139;0.31794;0.28193;92;0;1
12;2020;1;eleicao ordinaria;SP;3524204;65854;prefeito;PODE;19;250000849230;1087537;eleito;2213;4262;0.51924;0.06992000000000004;77;1;1
13;2020;1;eleicao ordinaria;SP;3524204;65854;prefeito;PSDB;45;250001193498;1216331;nao eleito;1915;4262;0.44932;0.06992000000000004;92;0;1
14;2020;1;eleicao ordinaria;SP;3548054;61328;prefeito;PODE;19;250000720088;1167945;nao eleito;2751;5781;0.47587;0.04825999999999997;77;1;1
15;2020;1;eleicao ordinaria;SP;3548054;61328;prefeito;PSDB;45;250000781680;551216;eleito;3030;5781;0.52413;0.04825999999999997;92;0;1
16;2020;1;eleicao ordinaria;SP;3550605;71137;prefeito;PODE;19;250000675805;1441693;eleito;17669;37663;0.46913;0.03953000000000001;77;1;1
17;2020;1;eleicao ordinaria;SP;3550605;71137;prefeito;PSDB;45;250001209749;1107903;nao eleito;16180;37663;0.4296;0.03953000000000001;92;0;1
18;2020;1;eleicao ordinaria;SP;3547106;70432;prefeito;PODE;19;250001166011;53966;nao eleito;960;2071;0.46354;0.07292000000000004;77;1;1
19;2020;1;eleicao ordinaria;SP;3547106;70432;prefeito;PSDB;45;250000954118;309623;eleito;1111;2071;0.53646;0.07292000000000004;92;0;1
30;2020;1;eleicao ordinaria;SP;3528304;66672;prefeito;PODE;19;250001083330;1717795;nao eleito;913;2301;0.39678;0.20643999999999996;77;1;1
31;2020;1;eleicao ordinaria;SP;3528304;66672;prefeito;PSDB;45;250001101948;1692471;eleito;1388;2301;0.60322;0.20643999999999996;92;0;1
40;2020;1;eleicao ordinaria;SP;3544103;69833;prefeito;PODE;19;250000664124;1389662;eleito;8656;23998;0.3607;0.01796000000000003;77;1;1
41;2020;1;eleicao ordinaria;SP;3544103;69833;prefeito;PSB;40;250001078485;29475;nao eleito;8225;23998;0.34274;0.01796000000000003;46;0;1
48;2020;1;eleicao ordinaria;SP;3522109;65439;prefeito;PODE;19;250000748780;1537869;nao eleito;15424;47300;0.32609;0.08338000000000001;77;1;1
49;2020;1;eleicao ordinaria;SP;3522109;65439;prefeito;PSDB;45;250000661168;1660021;eleito;19368;47300;0.40947;0.08338000000000001;92;0;1
56;2020;2;eleicao ordinaria;SP;3530607;67130;prefeito;PODE;19;250000780243;1690850;eleito;114656;386904;0.29634;0.08514;77;1;1
57;2020;2;eleicao ordinaria;SP;3530607;67130;prefeito;PSDB;45;250000720963;1466177;nao eleito;81714;386904;0.2112;0.08514;92;0;1
60;2020;1;eleicao ordinaria;SP;3554805;71978;prefeito;PODE;19;250001074001;1678013;nao eleito;5482;19220;0.28522;0.0922;77;1;1
61;2020;1;eleicao ordinaria;SP;3554805;71978;prefeito;PSDB;45;250000632478;1254585;eleito;7254;19220;0.37742;0.0922;92;0;1
64;2020;2;eleicao ordinaria;SP;3551009;71218;prefeito;PODE;19;250000665261;1793886;eleito;90876;324296;0.28023;0.06275999999999998;77;1;1
65;2020;2;eleicao ordinaria;SP;3551009;71218;prefeito;PSDB;45;250001119403;1413852;nao eleito;70526;324296;0.21747;0.06275999999999998;92;0;1
66;2020;1;eleicao ordinaria;SP;3533601;67733;prefeito;PODE;19;250000956244;1395368;nao eleito;1306;4710;0.27728;0.18725999999999998;77;1;1
67;2020;1;eleicao ordinaria;SP;3533601;67733;prefeito;PSDB;45;250000958432;1746287;eleito;2188;4710;0.46454;0.18725999999999998;92;0;1
74;2020;1;eleicao ordinaria;SP;3515152;61689;prefeito;PODE;19;250000994245;83118;nao eleito;2720;10655;0.25528;0.13909;77;1;1
75;2020;1;eleicao ordinaria;SP;3515152;61689;prefeito;PSB;40;250000799784;832355;eleito;4202;10655;0.39437;0.13909;46;0;1
78;2020;2;eleicao ordinaria;SP;3552809;71579;prefeito;PODE;19;250000678328;332316;eleito;67853;269775;0.25152;0.006290000000000018;77;1;1
79;2020;2;eleicao ordinaria;SP;3552809;71579;prefeito;PSDB;45;250000673436;2288;nao eleito;66158;269775;0.24523;0.006290000000000018;92;0;1
86;2020;1;eleicao ordinaria;SP;3502101;61417;prefeito;PODE;19;250001224590;1156446;nao eleito;6343;31891;0.1989;0.58377;77;1;1
87;2020;1;eleicao ordinaria;SP;3502101;61417;prefeito;PSDB;45;250000841117;551003;eleito;24960;31891;0.78267;0.58377;92;0;1
88;2020;1;eleicao ordinaria;SP;3551900;71390;prefeito;PODE;19;250001166484;1554601;nao eleito;1775;9409;0.18865;0.55404;77;1;1
89;2020;1;eleicao ordinaria;SP;3551900;71390;prefeito;PSDB;45;250000999052;1278696;eleito;6988;9409;0.74269;0.55404;92;0;1
98;2020;1;eleicao ordinaria;SP;3555604;72133;prefeito;PODE;19;250000910931;1155793;nao eleito;410;3058;0.13407;0.73186;77;1;1
99;2020;1;eleicao ordinaria;SP;3555604;72133;prefeito;PSDB;45;250001122153;1363370;nao eleito;2648;3058;0.86593;0.73186;92;0;1
102;2020;1;eleicao ordinaria;SP;3511508;63312;prefeito;PODE;19;250001122724;14840;nao eleito;2370;22780;0.10404;0.7489;77;1;1
103;2020;1;eleicao ordinaria;SP;3511508;63312;prefeito;PSDB;45;250001000216;1633912;eleito;19430;22780;0.85294;0.7489;92;0;1
106;2020;1;eleicao ordinaria;SP;3508108;62634;prefeito;REPUBLICANOS;10;250000870308;1667613;eleito;6753;6922;0.97559;0.9511799999999999;91;1;1
107;2020;1;eleicao ordinaria;SP;3516309;64270;prefeito;REPUBLICANOS;10;250000632397;1689624;eleito;72351;83171;0.86991;0.8087099999999999;91;1;1
108;2020;1;eleicao ordinaria;SP;3516309;64270;prefeito;PDT;12;250000672102;1321587;nao eleito;5090;83171;0.0612;0.8087099999999999;48;0;1
111;2020;1;eleicao ordinaria;SP;3515350;61000;prefeito;REPUBLICANOS;10;250001007869;54271;eleito;3530;4843;0.72889;0.45778;91;1;1
112;2020;1;eleicao ordinaria;SP;3515350;61000;prefeito;PSDB;45;250001219151;564871;nao eleito;1313;4843;0.27111;0.45778;92;0;1
113;2020;1;eleicao ordinaria;SP;3502002;61395;prefeito;REPUBLICANOS;10;250000810120;567972;eleito;1400;1971;0.7103;0.42060000000000003;91;1;1
114;2020;1;eleicao ordinaria;SP;3502002;61395;prefeito;PDT;12;250000638601;1481094;nao eleito;571;1971;0.2897;0.42060000000000003;48;0;1
115;2020;1;eleicao ordinaria;SP;3544608;69930;prefeito;REPUBLICANOS;10;250001101567;24154;eleito;2402;3382;0.71023;0.48817;91;1;1
116;2020;1;eleicao ordinaria;SP;3544608;69930;prefeito;PSB;40;250000989876;1589188;nao eleito;751;3382;0.22206;0.48817;46;0;1
121;2020;1;eleicao ordinaria;SP;3511003;63215;prefeito;REPUBLICANOS;10;250001190517;990969;eleito;7435;11817;0.62918;0.31090999999999996;91;1;1
122;2020;1;eleicao ordinaria;SP;3511003;63215;prefeito;PSDB;45;250001196956;1039416;nao eleito;3761;11817;0.31827;0.31090999999999996;92;0;1
125;2020;1;eleicao ordinaria;SP;3547403;70491;prefeito;REPUBLICANOS;10;250000786343;1123287;eleito;1093;2030;0.53842;0.07684000000000002;91;1;1
126;2020;1;eleicao ordinaria;SP;3547403;70491;prefeito;PSDB;45;250000786763;1265002;nao eleito;937;2030;0.46158;0.07684000000000002;92;0;1
129;2020;1;eleicao ordinaria;SP;3555802;72176;prefeito;REPUBLICANOS;10;250001022886;1042394;nao eleito;2591;5201;0.49817;0.0036599999999999966;91;1;1
130;2020;1;eleicao ordinaria;SP;3555802;72176;prefeito;PSDB;45;250000812031;1592758;eleito;2610;5201;0.50183;0.0036599999999999966;92;0;1
131;2020;1;eleicao ordinaria;SP;3538105;68632;prefeito;REPUBLICANOS;10;250001215681;1037944;eleito;3962;8214;0.48235;0.10507;91;1;1
132;2020;1;eleicao ordinaria;SP;3538105;68632;prefeito;PSDB;45;250001224419;1036116;nao eleito;3099;8214;0.37728;0.10507;92;0;1
137;2020;1;eleicao ordinaria;SP;3531100;67237;prefeito;REPUBLICANOS;10;250000959062;1656232;eleito;14046;30877;0.4549;0.05525000000000002;91;1;1
138;2020;1;eleicao ordinaria;SP;3531100;67237;prefeito;PSDB;45;250000744336;1574417;nao eleito;12340;30877;0.39965;0.05525000000000002;92;0;1
139;2020;1;eleicao ordinaria;SP;3524501;65919;prefeito;REPUBLICANOS;10;250000858210;1141484;eleito;2013;4542;0.4432;0.056589999999999974;91;1;1
